query_image_id,query_class,top1_class,top1_hit,correct_in_top5,precision_at_5,top5_image_ids,top5_classes,top5_distances
horse_horse_0006,horse,horse,1,1,0.2000,horse_horse_0036;giraffe_giraffe_0014;deer_deer_0006;giraffe_giraffe_0025;giraffe_giraffe_0037,horse;giraffe;deer;giraffe;giraffe,0.076992;0.082131;0.090461;0.094183;0.097857
horse_horse_0007,horse,horse,1,5,1.0000,horse_horse_0009;horse_horse_0022;horse_horse_0035;horse_horse_0017;horse_horse_0021,horse;horse;horse;horse;horse,0.036044;0.047502;0.050196;0.071588;0.071868
horse_horse_0008,horse,horse,1,2,0.4000,horse_horse_0002;cow_cow_0001;horse_horse_0030;cow_cow_0010;cow_cow_0003,horse;cow;horse;cow;cow,0.000000;0.083296;0.083572;0.102847;0.103402
horse_horse_0009,horse,horse,1,5,1.0000,horse_horse_0007;horse_horse_0022;horse_horse_0034;horse_horse_0035;horse_horse_0012,horse;horse;horse;horse;horse,0.036044;0.056712;0.061775;0.067462;0.068008
horse_horse_0010,horse,horse,1,3,0.6000,horse_horse_0025;horse_horse_0005;horse_horse_0013;cat_cat_0009;rhino_rhino_0011,horse;horse;horse;cat;rhino,-0.000000;0.086378;0.086378;0.094569;0.100320
horse_horse_0011,horse,goat,0,3,0.6000,goat_goat_0014;horse_horse_0014;camel_camel_0007;horse_horse_0024;horse_horse_0004,goat;horse;camel;horse;horse,0.068253;0.082930;0.084618;0.109068;0.129962
horse_horse_0012,horse,horse,1,4,0.8000,horse_horse_0034;horse_horse_0009;camel_camel_0003;horse_horse_0031;horse_horse_0007,horse;horse;camel;horse;horse,0.066206;0.068008;0.073570;0.074956;0.077311
horse_horse_0013,horse,horse,1,1,0.2000,horse_horse_0005;elephant_elephant_0004;hippo_hippo_0013;cow_cow_0007;hippo_hippo_0009,horse;elephant;hippo;cow;hippo,0.000000;0.082939;0.083023;0.084256;0.087646
horse_horse_0014,horse,horse,1,3,0.6000,horse_horse_0011;horse_horse_0024;goat_goat_0014;dog_dog_0022;horse_horse_0004,horse;horse;goat;dog;horse,0.082930;0.090138;0.099531;0.110474;0.132534
horse_horse_0015,horse,horse,1,2,0.4000,horse_horse_0028;horse_horse_0027;dog_dog_0013;deer_deer_0007;rabbit_rabbit_0013,horse;horse;dog;deer;rabbit,0.000000;0.042153;0.088562;0.092790;0.098534
horse_horse_0016,horse,horse,1,3,0.6000,horse_horse_0029;horse_horse_0038;deer_deer_0022;pig_pig_0005;horse_horse_0026,horse;horse;deer;pig;horse,0.000000;0.065631;0.073062;0.080247;0.080674
horse_horse_0017,horse,horse,1,3,0.6000,horse_horse_0009;horse_horse_0007;camel_camel_0003;goat_goat_0001;horse_horse_0022,horse;horse;camel;goat;horse,0.068626;0.071588;0.072820;0.075626;0.076388
horse_horse_0018,horse,cat,0,0,0.0000,cat_cat_0014;tiger_tiger_0011;tiger_tiger_0013;camel_camel_0007;cow_cow_0011,cat;tiger;tiger;camel;cow,0.064623;0.091513;0.093141;0.108997;0.111499
horse_horse_0019,horse,camel,0,1,0.2000,camel_camel_0005;camel_camel_0015;horse_horse_0031;dog_dog_0044;elephant_elephant_0008,camel;camel;horse;dog;elephant,0.081637;0.084444;0.088623;0.089747;0.095020
horse_horse_0020,horse,horse,1,3,0.6000,horse_horse_0030;cow_cow_0015;pig_pig_0011;horse_horse_0015;horse_horse_0028,horse;cow;pig;horse;horse,0.110974;0.118837;0.119233;0.120683;0.120683
horse_horse_0021,horse,horse,1,2,0.4000,horse_horse_0035;goat_goat_0022;goat_goat_0015;goat_goat_0021;horse_horse_0007,horse;goat;goat;goat;horse,0.060548;0.066950;0.068821;0.071228;0.071868
horse_horse_0022,horse,horse,1,5,1.0000,horse_horse_0035;horse_horse_0007;horse_horse_0009;horse_horse_0017;horse_horse_0021,horse;horse;horse;horse;horse,0.042470;0.047502;0.056712;0.076388;0.079109
horse_horse_0023,horse,pig,0,0,0.0000,pig_pig_0003;pig_pig_0011;hippo_hippo_0012;cow_cow_0012;hippo_hippo_0007,pig;pig;hippo;cow;hippo,0.072289;0.073770;0.076789;0.079013;0.080668
horse_horse_0024,horse,horse,1,3,0.6000,horse_horse_0004;dog_dog_0022;horse_horse_0014;horse_horse_0011;cat_cat_0008,horse;dog;horse;horse;cat,0.070412;0.078786;0.090138;0.109068;0.116508
horse_horse_0025,horse,horse,1,3,0.6000,horse_horse_0010;horse_horse_0005;horse_horse_0013;cat_cat_0009;rhino_rhino_0011,horse;horse;horse;cat;rhino,-0.000000;0.086378;0.086378;0.094569;0.100320
horse_horse_0026,horse,elephant,0,1,0.2000,elephant_elephant_0015;hippo_hippo_0005;hippo_hippo_0006;elephant_elephant_0009;horse_horse_0038,elephant;hippo;hippo;elephant;horse,0.057202;0.063843;0.064411;0.071817;0.074387
horse_horse_0027,horse,horse,1,2,0.4000,horse_horse_0015;horse_horse_0028;dog_dog_0013;elephant_elephant_0012;elephant_elephant_0008,horse;horse;dog;elephant;elephant,0.042153;0.042153;0.079842;0.094896;0.096305
horse_horse_0028,horse,horse,1,2,0.4000,horse_horse_0015;horse_horse_0027;dog_dog_0013;deer_deer_0007;rabbit_rabbit_0013,horse;horse;dog;deer;rabbit,0.000000;0.042153;0.088562;0.092790;0.098534
horse_horse_0029,horse,horse,1,3,0.6000,horse_horse_0016;horse_horse_0038;deer_deer_0022;pig_pig_0005;horse_horse_0026,horse;horse;deer;pig;horse,0.000000;0.065631;0.073062;0.080247;0.080674
horse_horse_0030,horse,rhino,0,0,0.0000,rhino_rhino_0002;dog_dog_0043;cow_cow_0001;cow_cow_0015;pig_pig_0005,rhino;dog;cow;cow;pig,0.072703;0.075726;0.079011;0.080427;0.080497
horse_horse_0031,horse,horse,1,2,0.4000,horse_horse_0012;horse_horse_0019;camel_camel_0003;goat_goat_0001;cat_cat_0011,horse;horse;camel;goat;cat,0.074956;0.088623;0.089481;0.097936;0.108162
horse_horse_0032,horse,goat,0,0,0.0000,goat_goat_0007;goat_goat_0003;rhino_rhino_0015;deer_deer_0027;dog_dog_0040,goat;goat;rhino;deer;dog,0.075468;0.078786;0.086109;0.095629;0.097075
horse_horse_0033,horse,horse,1,3,0.6000,horse_horse_0016;horse_horse_0029;pig_pig_0005;horse_horse_0038;rhino_rhino_0002,horse;horse;pig;horse;rhino,0.068492;0.068492;0.088404;0.091892;0.099801
horse_horse_0034,horse,horse,1,4,0.8000,horse_horse_0009;horse_horse_0012;camel_camel_0003;horse_horse_0007;horse_horse_0017,horse;horse;camel;horse;horse,0.061775;0.066206;0.067043;0.073457;0.079226
horse_horse_0035,horse,horse,1,4,0.8000,horse_horse_0022;horse_horse_0007;horse_horse_0021;horse_horse_0009;deer_deer_0026,horse;horse;horse;horse;deer,0.042470;0.050196;0.060548;0.067462;0.069346
horse_horse_0036,horse,giraffe,0,1,0.2000,giraffe_giraffe_0014;giraffe_giraffe_0037;horse_horse_0006;deer_deer_0008;giraffe_giraffe_0034,giraffe;giraffe;horse;deer;giraffe,0.071450;0.075239;0.076992;0.087088;0.088331
horse_horse_0037,horse,dog,0,0,0.0000,dog_dog_0001;zebra_zebra_0003;elephant_elephant_0007;deer_deer_0030;goat_goat_0005,dog;zebra;elephant;deer;goat,0.090842;0.100694;0.104339;0.106952;0.107530
horse_horse_0038,horse,horse,1,3,0.6000,horse_horse_0016;horse_horse_0029;deer_deer_0022;horse_horse_0026;elephant_elephant_0015,horse;horse;deer;horse;elephant,0.065631;0.065631;0.073722;0.074387;0.083245
horse_horse_0039,horse,deer,0,0,0.0000,deer_deer_0010;dog_dog_0029;cat_cat_0002;deer_deer_0005;dog_dog_0033,deer;dog;cat;deer;dog,0.078721;0.093175;0.100553;0.104142;0.116734
pig_pig_0001,pig,pig,1,3,0.6000,pig_pig_0006;pig_pig_0012;pig_pig_0009;hippo_hippo_0007;dog_dog_0003,pig;pig;pig;hippo;dog,0.082426;0.083388;0.093967;0.109775;0.109800
pig_pig_0002,pig,rhino,0,1,0.2000,rhino_rhino_0005;dog_dog_0016;rhino_rhino_0010;rhino_rhino_0009;pig_pig_0017,rhino;dog;rhino;rhino;pig,0.048227;0.069871;0.072842;0.073753;0.074761
pig_pig_0003,pig,hippo,0,1,0.2000,hippo_hippo_0013;hippo_hippo_0012;cow_cow_0007;rhino_rhino_0004;pig_pig_0011,hippo;hippo;cow;rhino;pig,0.063084;0.064679;0.066358;0.067509;0.069882
pig_pig_0004,pig,hippo,0,1,0.2000,hippo_hippo_0012;hippo_hippo_0014;rhino_rhino_0016;hippo_hippo_0004;pig_pig_0011,hippo;hippo;rhino;hippo;pig,0.062650;0.065279;0.066461;0.074527;0.074560
pig_pig_0005,pig,hippo,0,0,0.0000,hippo_hippo_0006;rhino_rhino_0002;horse_horse_0026;hippo_hippo_0005;cow_cow_0015,hippo;rhino;horse;hippo;cow,0.063229;0.071491;0.074641;0.074716;0.074989
pig_pig_0006,pig,pig,1,4,0.8000,pig_pig_0012;pig_pig_0001;pig_pig_0013;pig_pig_0007;hippo_hippo_0002,pig;pig;pig;pig;hippo,0.069635;0.082426;0.085098;0.087645;0.097616
pig_pig_0007,pig,pig,1,3,0.6000,pig_pig_0013;pig_pig_0015;rhino_rhino_0017;pig_pig_0012;hippo_hippo_0002,pig;pig;rhino;pig;hippo,0.071440;0.082350;0.088122;0.089870;0.100313
pig_pig_0008,pig,elephant,0,2,0.4000,elephant_elephant_0006;pig_pig_0012;pig_pig_0001;horse_horse_0001;hippo_hippo_0007,elephant;pig;pig;horse;hippo,0.109964;0.114236;0.115561;0.120754;0.134453
pig_pig_0009,pig,dog,0,1,0.2000,dog_dog_0002;dog_dog_0017;rhino_rhino_0013;pig_pig_0012;cow_cow_0003,dog;dog;rhino;pig;cow,0.065614;0.065614;0.065911;0.067363;0.068372
pig_pig_0010,pig,pig,1,3,0.6000,pig_pig_0012;rhino_rhino_0017;pig_pig_0016;pig_pig_0009;cow_cow_0003,pig;rhino;pig;pig;cow,0.076207;0.077540;0.082041;0.085847;0.086356
pig_pig_0011,pig,hippo,0,1,0.2000,hippo_hippo_0012;rhino_rhino_0004;rhino_rhino_0012;pig_pig_0003;horse_horse_0023,hippo;rhino;rhino;pig;horse,0.046330;0.057363;0.063085;0.069882;0.073770
pig_pig_0012,pig,pig,1,4,0.8000,pig_pig_0009;pig_pig_0006;pig_pig_0010;pig_pig_0007;cow_cow_0001,pig;pig;pig;pig;cow,0.067363;0.069635;0.076207;0.089870;0.090071
pig_pig_0013,pig,pig,1,1,0.2000,pig_pig_0015;hippo_hippo_0002;rhino_rhino_0017;rhino_rhino_0012;hippo_hippo_0007,pig;hippo;rhino;rhino;hippo,0.043788;0.062042;0.062579;0.067529;0.069643
pig_pig_0014,pig,dog,0,0,0.0000,dog_dog_0037;dog_dog_0039;dog_dog_0029;rhino_rhino_0015;dog_dog_0035,dog;dog;dog;rhino;dog,0.081160;0.087607;0.090718;0.092517;0.093487
pig_pig_0015,pig,pig,1,2,0.4000,pig_pig_0013;hippo_hippo_0002;pig_pig_0007;rhino_rhino_0017;rhino_rhino_0004,pig;hippo;pig;rhino;rhino,0.043788;0.054843;0.082350;0.083131;0.083539
pig_pig_0016,pig,pig,1,3,0.6000,pig_pig_0010;pig_pig_0004;pig_pig_0009;rhino_rhino_0013;elephant_elephant_0015,pig;pig;pig;rhino;elephant,0.082041;0.089651;0.090129;0.090257;0.094515
pig_pig_0017,pig,dog,0,0,0.0000,dog_dog_0016;rhino_rhino_0009;goat_goat_0010;goat_goat_0015;rhino_rhino_0010,dog;rhino;goat;goat;rhino,0.045292;0.049874;0.058879;0.064942;0.065785
rabbit_rabbit_0001,rabbit,giraffe,0,0,0.0000,giraffe_giraffe_0011;giraffe_giraffe_0002;giraffe_giraffe_0004;elephant_elephant_0010;horse_horse_0036,giraffe;giraffe;giraffe;elephant;horse,0.078867;0.097187;0.097642;0.098874;0.099595
rabbit_rabbit_0002,rabbit,dog,0,0,0.0000,dog_dog_0033;deer_deer_0027;dog_dog_0029;dog_dog_0032;dog_dog_0037,dog;deer;dog;dog;dog,0.092085;0.095905;0.099268;0.100180;0.102794
rabbit_rabbit_0003,rabbit,rabbit,1,1,0.2000,rabbit_rabbit_0007;cat_cat_0018;cat_cat_0017;dog_dog_0006;cat_cat_0012,rabbit;cat;cat;dog;cat,0.106230;0.117885;0.121600;0.122678;0.123640
rabbit_rabbit_0004,rabbit,zebra,0,0,0.0000,zebra_zebra_0018;goat_goat_0004;rhino_rhino_0015;goat_goat_0007;goat_goat_0003,zebra;goat;rhino;goat;goat,0.122779;0.123040;0.137783;0.139989;0.143348
rabbit_rabbit_0005,rabbit,rabbit,1,3,0.6000,rabbit_rabbit_0019;deer_deer_0031;rabbit_rabbit_0011;rabbit_rabbit_0020;cat_cat_0013,rabbit;deer;rabbit;rabbit;cat,0.053361;0.058732;0.064921;0.066153;0.072825
rabbit_rabbit_0006,rabbit,rabbit,1,5,1.0000,rabbit_rabbit_0020;rabbit_rabbit_0005;rabbit_rabbit_0019;rabbit_rabbit_0016;rabbit_rabbit_0015,rabbit;rabbit;rabbit;rabbit;rabbit,0.058455;0.058955;0.066440;0.069154;0.070759
rabbit_rabbit_0007,rabbit,rhino,0,0,0.0000,rhino_rhino_0011;rhino_rhino_0001;dog_dog_0019;dog_dog_0006;goat_goat_0011,rhino;rhino;dog;dog;goat,0.079934;0.098956;0.099339;0.099838;0.104803
rabbit_rabbit_0008,rabbit,rabbit,1,4,0.8000,rabbit_rabbit_0018;dog_dog_0004;rabbit_rabbit_0017;rabbit_rabbit_0019;rabbit_rabbit_0009,rabbit;dog;rabbit;rabbit;rabbit,0.069415;0.073607;0.075134;0.078734;0.088180
rabbit_rabbit_0009,rabbit,goat,0,2,0.4000,goat_goat_0022;goat_goat_0021;rabbit_rabbit_0018;rabbit_rabbit_0017;goat_goat_0015,goat;goat;rabbit;rabbit;goat,0.062981;0.066602;0.072228;0.072878;0.076503
rabbit_rabbit_0010,rabbit,rabbit,1,2,0.4000,rabbit_rabbit_0009;goat_goat_0021;rabbit_rabbit_0017;goat_goat_0013;goat_goat_0022,rabbit;goat;rabbit;goat;goat,0.082058;0.092414;0.093695;0.094663;0.095604
rabbit_rabbit_0011,rabbit,rabbit,1,5,1.0000,rabbit_rabbit_0018;rabbit_rabbit_0019;rabbit_rabbit_0005;rabbit_rabbit_0021;rabbit_rabbit_0016,rabbit;rabbit;rabbit;rabbit;rabbit,0.056183;0.061246;0.064921;0.066445;0.072345
rabbit_rabbit_0012,rabbit,horse,0,1,0.2000,horse_horse_0015;horse_horse_0028;rabbit_rabbit_0013;horse_horse_0027;camel_camel_0005,horse;horse;rabbit;horse;camel,0.115290;0.115290;0.122504;0.128389;0.131274
rabbit_rabbit_0013,rabbit,elephant,0,0,0.0000,elephant_elephant_0010;cat_cat_0018;camel_camel_0004;elephant_elephant_0009;camel_camel_0015,elephant;cat;camel;elephant;camel,0.086931;0.087204;0.087358;0.088738;0.088925
rabbit_rabbit_0014,rabbit,rabbit,1,4,0.8000,rabbit_rabbit_0005;dog_dog_0007;rabbit_rabbit_0020;rabbit_rabbit_0006;rabbit_rabbit_0021,rabbit;dog;rabbit;rabbit;rabbit,0.070423;0.072078;0.072583;0.078663;0.099902
rabbit_rabbit_0015,rabbit,rabbit,1,5,1.0000,rabbit_rabbit_0016;rabbit_rabbit_0006;rabbit_rabbit_0018;rabbit_rabbit_0011;rabbit_rabbit_0019,rabbit;rabbit;rabbit;rabbit;rabbit,0.038510;0.070759;0.074315;0.074835;0.079418
rabbit_rabbit_0016,rabbit,rabbit,1,3,0.6000,rabbit_rabbit_0015;rabbit_rabbit_0006;goat_goat_0012;rabbit_rabbit_0011;goat_goat_0021,rabbit;rabbit;goat;rabbit;goat,0.038510;0.069154;0.069765;0.072345;0.077783
rabbit_rabbit_0017,rabbit,goat,0,0,0.0000,goat_goat_0018;dog_dog_0025;goat_goat_0009;goat_goat_0017;dog_dog_0020,goat;dog;goat;goat;dog,0.057228;0.058620;0.060895;0.065693;0.070029
rabbit_rabbit_0018,rabbit,rabbit,1,5,1.0000,rabbit_rabbit_0011;rabbit_rabbit_0019;rabbit_rabbit_0008;rabbit_rabbit_0009;rabbit_rabbit_0015,rabbit;rabbit;rabbit;rabbit;rabbit,0.056183;0.068400;0.069415;0.072228;0.074315
rabbit_rabbit_0019,rabbit,rabbit,1,5,1.0000,rabbit_rabbit_0005;rabbit_rabbit_0011;rabbit_rabbit_0006;rabbit_rabbit_0018;rabbit_rabbit_0015,rabbit;rabbit;rabbit;rabbit;rabbit,0.053361;0.061246;0.066440;0.068400;0.079418
rabbit_rabbit_0020,rabbit,rabbit,1,5,1.0000,rabbit_rabbit_0006;rabbit_rabbit_0005;rabbit_rabbit_0021;rabbit_rabbit_0019;rabbit_rabbit_0011,rabbit;rabbit;rabbit;rabbit;rabbit,0.058455;0.066153;0.070027;0.070805;0.070913
rabbit_rabbit_0021,rabbit,rabbit,1,4,0.8000,rabbit_rabbit_0011;rabbit_rabbit_0020;rabbit_rabbit_0005;elephant_elephant_0005;rabbit_rabbit_0006,rabbit;rabbit;rabbit;elephant;rabbit,0.066445;0.070027;0.076878;0.078116;0.079625
rabbit_rabbit_0022,rabbit,giraffe,0,0,0.0000,giraffe_giraffe_0024;giraffe_giraffe_0036;zebra_zebra_0017;giraffe_giraffe_0022;giraffe_giraffe_0001,giraffe;giraffe;zebra;giraffe;giraffe,0.082967;0.089730;0.090780;0.093197;0.094783
rhino_rhino_0001,rhino,rhino,1,3,0.6000,rhino_rhino_0007;rhino_rhino_0011;cow_cow_0005;hippo_hippo_0008;rhino_rhino_0008,rhino;rhino;cow;hippo;rhino,0.081381;0.085222;0.086092;0.086932;0.095252
rhino_rhino_0002,rhino,rhino,1,2,0.4000,rhino_rhino_0013;hippo_hippo_0005;elephant_elephant_0015;rhino_rhino_0016;hippo_hippo_0006,rhino;hippo;elephant;rhino;hippo,0.062871;0.067397;0.067572;0.069046;0.070139
rhino_rhino_0003,rhino,rhino,1,2,0.4000,rhino_rhino_0004;hippo_hippo_0012;pig_pig_0011;rhino_rhino_0012;hippo_hippo_0009,rhino;hippo;pig;rhino;hippo,0.089430;0.091177;0.092331;0.095065;0.099723
rhino_rhino_0004,rhino,hippo,0,1,0.2000,hippo_hippo_0009;rhino_rhino_0012;hippo_hippo_0012;pig_pig_0011;pig_pig_0003,hippo;rhino;hippo;pig;pig,0.051932;0.056164;0.056654;0.057363;0.067509
rhino_rhino_0005,rhino,pig,0,3,0.6000,pig_pig_0002;rhino_rhino_0014;rhino_rhino_0010;rhino_rhino_0009;pig_pig_0017,pig;rhino;rhino;rhino;pig,0.048227;0.064384;0.069850;0.071928;0.072137
rhino_rhino_0006,rhino,cow,0,0,0.0000,cow_cow_0001;elephant_elephant_0015;hippo_hippo_0005;zebra_zebra_0015;hippo_hippo_0004,cow;elephant;hippo;zebra;hippo,0.069882;0.070505;0.071010;0.071011;0.071570
rhino_rhino_0007,rhino,camel,0,1,0.2000,camel_camel_0017;hippo_hippo_0002;deer_deer_0021;rhino_rhino_0008;elephant_elephant_0004,camel;hippo;deer;rhino;elephant,0.072834;0.075283;0.076547;0.078124;0.079866
rhino_rhino_0008,rhino,rhino,1,3,0.6000,rhino_rhino_0010;rhino_rhino_0009;rhino_rhino_0007;rabbit_rabbit_0005;cow_cow_0005,rhino;rhino;rhino;rabbit;cow,0.062496;0.066048;0.078124;0.082086;0.085520
rhino_rhino_0009,rhino,rhino,1,1,0.2000,rhino_rhino_0010;dog_dog_0016;pig_pig_0017;goat_goat_0010;dog_dog_0042,rhino;dog;pig;goat;dog,0.044438;0.048794;0.049874;0.051769;0.062076
rhino_rhino_0010,rhino,rhino,1,3,0.6000,rhino_rhino_0009;rhino_rhino_0014;rhino_rhino_0008;goat_goat_0010;pig_pig_0017,rhino;rhino;rhino;goat;pig,0.044438;0.047269;0.062496;0.064479;0.065785
rhino_rhino_0011,rhino,rabbit,0,2,0.4000,rabbit_rabbit_0007;rhino_rhino_0007;hippo_hippo_0013;rhino_rhino_0001;cow_cow_0014,rabbit;rhino;hippo;rhino;cow,0.079934;0.082357;0.084430;0.085222;0.086148
rhino_rhino_0012,rhino,rhino,1,1,0.2000,rhino_rhino_0004;hippo_hippo_0007;pig_pig_0011;hippo_hippo_0012;pig_pig_0013,rhino;hippo;pig;hippo;pig,0.056164;0.062028;0.063085;0.066355;0.067529
rhino_rhino_0013,rhino,hippo,0,1,0.2000,hippo_hippo_0005;hippo_hippo_0007;cow_cow_0003;elephant_elephant_0015;rhino_rhino_0002,hippo;hippo;cow;elephant;rhino,0.052869;0.056252;0.058626;0.061348;0.062871
rhino_rhino_0014,rhino,rhino,1,4,0.8000,rhino_rhino_0010;rhino_rhino_0005;rhino_rhino_0009;rhino_rhino_0008;hippo_hippo_0008,rhino;rhino;rhino;rhino;hippo,0.047269;0.064384;0.067601;0.070126;0.071860
rhino_rhino_0015,rhino,dog,0,0,0.0000,dog_dog_0045;deer_deer_0027;dog_dog_0028;horse_horse_0032;cat_cat_0021,dog;deer;dog;horse;cat,0.076765;0.080981;0.085969;0.086109;0.089088
rhino_rhino_0016,rhino,hippo,0,0,0.0000,hippo_hippo_0014;hippo_hippo_0005;pig_pig_0004;elephant_elephant_0015;hippo_hippo_0006,hippo;hippo;pig;elephant;hippo,0.048430;0.063687;0.066461;0.066832;0.067203
rhino_rhino_0017,rhino,pig,0,2,0.4000,pig_pig_0010;rhino_rhino_0004;hippo_hippo_0007;rhino_rhino_0012;deer_deer_0021,pig;rhino;hippo;rhino;deer,0.077540;0.079485;0.079521;0.079559;0.080766
tiger_tiger_0001,tiger,tiger,1,1,0.2000,tiger_tiger_0010;cat_cat_0023;cat_cat_0020;zebra_zebra_0005;zebra_zebra_0015,tiger;cat;cat;zebra;zebra,0.051927;0.054500;0.062582;0.076117;0.079870
tiger_tiger_0002,tiger,tiger,1,3,0.6000,tiger_tiger_0014;tiger_tiger_0008;tiger_tiger_0009;cow_cow_0008;dog_dog_0007,tiger;tiger;tiger;cow;dog,0.045523;0.055838;0.067427;0.070670;0.076500
tiger_tiger_0003,tiger,tiger,1,3,0.6000,tiger_tiger_0010;zebra_zebra_0014;tiger_tiger_0012;zebra_zebra_0005;tiger_tiger_0001,tiger;zebra;tiger;zebra;tiger,0.071550;0.081586;0.086049;0.086217;0.089095
tiger_tiger_0004,tiger,tiger,1,3,0.6000,tiger_tiger_0012;cat_cat_0020;tiger_tiger_0001;tiger_tiger_0010;zebra_zebra_0012,tiger;cat;tiger;tiger;zebra,0.077733;0.078928;0.080454;0.082938;0.089284
tiger_tiger_0005,tiger,tiger,1,2,0.4000,tiger_tiger_0011;tiger_tiger_0013;zebra_zebra_0001;cat_cat_0022;cat_cat_0020,tiger;tiger;zebra;cat;cat,0.062899;0.076886;0.086397;0.094900;0.111532
tiger_tiger_0006,tiger,deer,0,0,0.0000,deer_deer_0021;hippo_hippo_0004;zebra_zebra_0007;rhino_rhino_0006;zebra_zebra_0006,deer;hippo;zebra;rhino;zebra,0.088603;0.089928;0.101423;0.103771;0.108887
tiger_tiger_0007,tiger,hippo,0,0,0.0000,hippo_hippo_0005;cow_cow_0001;hippo_hippo_0006;elephant_elephant_0015;cat_cat_0020,hippo;cow;hippo;elephant;cat,0.062007;0.066928;0.067655;0.073983;0.078844
tiger_tiger_0008,tiger,tiger,1,4,0.8000,tiger_tiger_0009;tiger_tiger_0014;tiger_tiger_0002;tiger_tiger_0015;dog_dog_0042,tiger;tiger;tiger;tiger;dog,0.033952;0.051157;0.055838;0.066490;0.068608
tiger_tiger_0009,tiger,tiger,1,3,0.6000,tiger_tiger_0008;goat_goat_0019;tiger_tiger_0015;tiger_tiger_0002;cow_cow_0008,tiger;goat;tiger;tiger;cow,0.033952;0.059211;0.066445;0.067427;0.068075
tiger_tiger_0010,tiger,tiger,1,2,0.4000,tiger_tiger_0001;cat_cat_0023;zebra_zebra_0005;tiger_tiger_0003;cat_cat_0020,tiger;cat;zebra;tiger;cat,0.051927;0.053673;0.062040;0.071550;0.073253
tiger_tiger_0011,tiger,tiger,1,2,0.4000,tiger_tiger_0005;tiger_tiger_0013;horse_horse_0018;cow_cow_0011;cat_cat_0022,tiger;tiger;horse;cow;cat,0.062899;0.076850;0.091513;0.099764;0.100470
tiger_tiger_0012,tiger,tiger,1,3,0.6000,tiger_tiger_0004;tiger_tiger_0010;tiger_tiger_0003;zebra_zebra_0003;deer_deer_0024,tiger;tiger;tiger;zebra;deer,0.077733;0.084294;0.086049;0.089808;0.092739
tiger_tiger_0013,tiger,tiger,1,2,0.4000,tiger_tiger_0011;tiger_tiger_0005;horse_horse_0018;cow_cow_0011;dog_dog_0031,tiger;tiger;horse;cow;dog,0.076850;0.076886;0.093141;0.095767;0.112887
tiger_tiger_0014,tiger,tiger,1,3,0.6000,tiger_tiger_0002;tiger_tiger_0008;tiger_tiger_0009;cow_cow_0008;rhino_rhino_0009,tiger;tiger;tiger;cow;rhino,0.045523;0.051157;0.068460;0.069457;0.071039
tiger_tiger_0015,tiger,elephant,0,2,0.4000,elephant_elephant_0005;tiger_tiger_0009;tiger_tiger_0008;cat_cat_0007;camel_camel_0012,elephant;tiger;tiger;cat;camel,0.057351;0.066445;0.066490;0.072856;0.078094
zebra_zebra_0001,zebra,zebra,1,1,0.2000,zebra_zebra_0014;tiger_tiger_0005;cat_cat_0022;cat_cat_0020;tiger_tiger_0011,zebra;tiger;cat;cat;tiger,0.064954;0.086397;0.088871;0.097401;0.097407
zebra_zebra_0002,zebra,zebra,1,3,0.6000,zebra_zebra_0009;tiger_tiger_0001;zebra_zebra_0015;zebra_zebra_0006;tiger_tiger_0007,zebra;tiger;zebra;zebra;tiger,0.077638;0.084672;0.085156;0.086943;0.088281
zebra_zebra_0003,zebra,zebra,1,2,0.4000,zebra_zebra_0010;zebra_zebra_0012;deer_deer_0024;tiger_tiger_0012;elephant_elephant_0007,zebra;zebra;deer;tiger;elephant,0.073429;0.081323;0.085975;0.089808;0.091581
zebra_zebra_0004,zebra,dog,0,0,0.0000,dog_dog_0039;dog_dog_0037;dog_dog_0032;pig_pig_0014;deer_deer_0011,dog;dog;dog;pig;deer,0.067308;0.072336;0.073278;0.084702;0.092762
zebra_zebra_0005,zebra,cat,0,1,0.2000,cat_cat_0023;tiger_tiger_0010;zebra_zebra_0015;tiger_tiger_0001;cat_cat_0020,cat;tiger;zebra;tiger;cat,0.051661;0.062040;0.071730;0.076117;0.076689
zebra_zebra_0006,zebra,zebra,1,4,0.8000,zebra_zebra_0007;zebra_zebra_0011;zebra_zebra_0009;zebra_zebra_0002;hippo_hippo_0004,zebra;zebra;zebra;zebra;hippo,0.080416;0.080746;0.081305;0.086943;0.087453
zebra_zebra_0007,zebra,rhino,0,2,0.4000,rhino_rhino_0004;zebra_zebra_0006;hippo_hippo_0004;tiger_tiger_0006;zebra_zebra_0009,rhino;zebra;hippo;tiger;zebra,0.061971;0.080416;0.086440;0.101423;0.101567
zebra_zebra_0008,zebra,giraffe,0,1,0.2000,giraffe_giraffe_0037;horse_horse_0036;giraffe_giraffe_0014;rabbit_rabbit_0001;zebra_zebra_0017,giraffe;horse;giraffe;rabbit;zebra,0.092525;0.093514;0.097295;0.102485;0.102571
zebra_zebra_0009,zebra,zebra,1,3,0.6000,zebra_zebra_0002;tiger_tiger_0007;zebra_zebra_0015;zebra_zebra_0006;cow_cow_0001,zebra;tiger;zebra;zebra;cow,0.077638;0.079026;0.080787;0.081305;0.081429
zebra_zebra_0010,zebra,zebra,1,2,0.4000,zebra_zebra_0012;zebra_zebra_0003;elephant_elephant_0014;dog_dog_0036;deer_deer_0024,zebra;zebra;elephant;dog;deer,0.070191;0.073429;0.077311;0.082727;0.084158
