image_id,class_name,image_path,gray_path,color_00,color_01,color_02,color_03,color_04,color_05,color_06,color_07,color_08,color_09,color_10,color_11,color_12,color_13,color_14,color_15,color_16,color_17,color_18,color_19,color_20,color_21,color_22,color_23,gray_00,gray_01,gray_02,gray_03,gray_04,gray_05,gray_06,gray_07,gray_08,gray_09,gray_10,gray_11,gray_12,gray_13,gray_14,gray_15,edge_density,edge_bin_0,edge_bin_45,edge_bin_90,edge_bin_135,shape_aspect_ratio,shape_area_ratio,shape_bbox_width,shape_bbox_height,object_center_x,object_center_y,shape_extent,shape_compactness,texture_horizontal,texture_vertical,texture_diagonal,texture_contrast
giraffe_giraffe_0031,giraffe,D:\CSDLDPT\data_processed_bmp\giraffe\giraffe_0031.bmp,D:\CSDLDPT\data_processed_gray_bmp\giraffe\giraffe_0031.bmp,0.00000000,0.00021803,0.00144235,0.00991195,0.01581551,0.02245702,0.20498113,0.07850734,0.00000000,0.00259958,0.01165618,0.01802935,0.02366457,0.05219287,0.10638155,0.11880922,0.00063732,0.01212579,0.01886792,0.02869602,0.02844444,0.06505660,0.00798323,0.17152201,0.00000000,0.00000000,0.00015094,0.00256604,0.01086792,0.01705660,0.02289308,0.02571069,0.03315723,0.03688050,0.03874214,0.06163522,0.15154717,0.37474214,0.21891824,0.00513208,0.09406888,0.35862202,0.19974387,0.17786381,0.26377030,0.17121212,0.37159200,0.50446429,0.73660714,0.50000000,0.50892857,0.25315098,0.75791878,0.03262096,0.02634662,0.03783807,0.03226855
giraffe_giraffe_0032,giraffe,D:\CSDLDPT\data_processed_bmp\giraffe\giraffe_0032.bmp,D:\CSDLDPT\data_processed_gray_bmp\giraffe\giraffe_0032.bmp,0.00067150,0.00349181,0.00966962,0.04405050,0.11033729,0.08948237,0.04878938,0.02684087,0.00287786,0.00993822,0.01613522,0.01983807,0.02233222,0.03267334,0.22111584,0.00842255,0.01028357,0.01674917,0.02302291,0.02346418,0.02515253,0.01490733,0.01529105,0.20446261,0.00097847,0.00443191,0.01030275,0.01508000,0.01922413,0.02693680,0.02768505,0.03154138,0.03349833,0.03574306,0.04650627,0.26188558,0.28462070,0.17589502,0.00621619,0.01945436,0.10965402,0.34027561,0.21577674,0.18430321,0.25964444,0.14877301,0.31511081,0.43303571,0.72767857,0.50000000,0.52232143,0.34798558,0.73478878,0.04921806,0.03772190,0.05595092,0.04763029
giraffe_giraffe_0033,giraffe,D:\CSDLDPT\data_processed_bmp\giraffe\giraffe_0033.bmp,D:\CSDLDPT\data_processed_gray_bmp\giraffe\giraffe_0033.bmp,0.00324540,0.00616626,0.01092617,0.00995256,0.05382725,0.11281623,0.12235152,0.01404794,0.00800532,0.00995256,0.01030800,0.01231706,0.03126401,0.08535398,0.11130171,0.06483070,0.01254887,0.01214706,0.01429521,0.06186348,0.05487814,0.01114253,0.00846894,0.15798909,0.00955074,0.01024619,0.01177616,0.01618063,0.01645881,0.01613427,0.01553155,0.01951875,0.02489684,0.05535723,0.15772637,0.15911725,0.18730586,0.25726737,0.02818860,0.01474338,0.14301658,0.30967158,0.19574878,0.19586852,0.29871112,0.18373494,0.40361926,0.54464286,0.74107143,0.49776786,0.50669643,0.35433537,0.76706615,0.05479081,0.04900365,0.06307497,0.05562314
giraffe_giraffe_0034,giraffe,D:\CSDLDPT\data_processed_bmp\giraffe\giraffe_0034.bmp,D:\CSDLDPT\data_processed_gray_bmp\giraffe\giraffe_0034.bmp,0.00021461,0.01160420,0.01558979,0.01552847,0.06709588,0.10892926,0.05038706,0.06398406,0.01548249,0.01673948,0.04043841,0.14182571,0.08556756,0.02118495,0.00042922,0.01166552,0.03507320,0.07105082,0.14886181,0.06300299,0.00351039,0.00065916,0.00421553,0.00695945,0.00266728,0.02584502,0.02842033,0.02506323,0.02372959,0.02533916,0.12527018,0.21407220,0.18367441,0.14490688,0.10931249,0.04989653,0.00657622,0.00022994,0.00869165,0.02630490,0.12266821,0.29000762,0.24569561,0.17843589,0.28586088,0.18088235,0.41673310,0.54910714,0.75892857,0.49107143,0.49776786,0.29435677,0.76518891,0.04488843,0.03646109,0.05255846,0.04463599
giraffe_giraffe_0035,giraffe,D:\CSDLDPT\data_processed_bmp\giraffe\giraffe_0035.bmp,D:\CSDLDPT\data_processed_gray_bmp\giraffe\giraffe_0035.bmp,0.00228914,0.02641310,0.06111992,0.07302342,0.08207431,0.05166403,0.02685332,0.00989611,0.00116218,0.01072372,0.04572988,0.07772495,0.07376299,0.06601514,0.04328227,0.01493221,0.01695721,0.08260257,0.10714915,0.06208840,0.02063744,0.01345307,0.02430005,0.00614545,0.00010565,0.00343370,0.01141046,0.03497095,0.07147385,0.10311675,0.12810354,0.12889593,0.11109350,0.09175911,0.11769678,0.09429477,0.05858426,0.01421025,0.01278394,0.01806656,0.27841996,0.28513971,0.24320428,0.23622306,0.23543294,0.17877907,0.42163584,0.54910714,0.76785714,0.50000000,0.49330357,0.66033277,0.76372921,0.09141388,0.08510239,0.10915122,0.09522249
giraffe_giraffe_0036,giraffe,D:\CSDLDPT\data_processed_bmp\giraffe\giraffe_0036.bmp,D:\CSDLDPT\data_processed_gray_bmp\giraffe\giraffe_0036.bmp,0.00089847,0.00294699,0.01793351,0.06149146,0.15994609,0.03428571,0.02461815,0.03121294,0.00285714,0.01505840,0.05286613,0.06957772,0.04857143,0.11946092,0.01863432,0.00630728,0.01590296,0.05114106,0.08152740,0.03516622,0.03539982,0.03309973,0.07872417,0.00237197,0.00253369,0.00355795,0.00851752,0.02210243,0.05315364,0.08016173,0.11509434,0.10765499,0.09363881,0.07951482,0.31159030,0.03617251,0.03293801,0.03083558,0.01417790,0.00835580,0.15027105,0.32077419,0.23485261,0.17747910,0.26689410,0.15441176,0.35574777,0.46875000,0.75892857,0.50000000,0.49776786,0.42240896,0.74151972,0.05693762,0.04593029,0.06580289,0.05622360
giraffe_giraffe_0037,giraffe,D:\CSDLDPT\data_processed_bmp\giraffe\giraffe_0037.bmp,D:\CSDLDPT\data_processed_gray_bmp\giraffe\giraffe_0037.bmp,0.01524576,0.03875712,0.04642837,0.04732681,0.06102449,0.07198540,0.04518439,0.00738099,0.00080168,0.02772710,0.05080997,0.04915132,0.05411345,0.08242108,0.06349865,0.00481008,0.02389838,0.06511583,0.06246199,0.06580693,0.06750705,0.03971084,0.00584674,0.00298557,0.00037320,0.01086416,0.03947587,0.06991209,0.08044452,0.07592470,0.07447338,0.07418311,0.08222757,0.10113618,0.12087411,0.12539393,0.10217283,0.02803118,0.00543208,0.00908111,0.32860332,0.21192945,0.24919463,0.26088485,0.27799108,0.19912791,0.46962691,0.61160714,0.76785714,0.50000000,0.50223214,0.69971142,0.77532168,0.07749165,0.07971271,0.09543495,0.08421310
giraffe_giraffe_0038,giraffe,D:\CSDLDPT\data_processed_bmp\giraffe\giraffe_0038.bmp,D:\CSDLDPT\data_processed_gray_bmp\giraffe\giraffe_0038.bmp,0.00031626,0.00447276,0.01940454,0.03817656,0.04786753,0.06338664,0.13576398,0.02394506,0.00501491,0.02383211,0.03804102,0.04045812,0.05986265,0.07140598,0.09060721,0.00411132,0.02516490,0.04258155,0.03971266,0.05534472,0.05240806,0.03740851,0.07642089,0.00429204,0.00121984,0.00772567,0.01612903,0.03686636,0.05048794,0.05889130,0.05685823,0.06654920,0.08559230,0.09081052,0.08179724,0.12225535,0.27683654,0.03381675,0.00765790,0.00650583,0.16842714,0.31271559,0.24987232,0.18876993,0.24864215,0.13953488,0.32908163,0.42857143,0.76785714,0.49776786,0.49330357,0.51180959,0.72223738,0.07410091,0.05877870,0.08762506,0.07350155
giraffe_giraffe_0039,giraffe,D:\CSDLDPT\data_processed_bmp\giraffe\giraffe_0039.bmp,D:\CSDLDPT\data_processed_gray_bmp\giraffe\giraffe_0039.bmp,0.00020300,0.00355258,0.01268778,0.03308973,0.04953309,0.06445392,0.07379212,0.09602111,0.00548112,0.02994316,0.04933009,0.05420219,0.05897280,0.05755177,0.04963459,0.02821762,0.04364596,0.05064961,0.05034511,0.05897280,0.05095412,0.04202192,0.02730410,0.00943971,0.00152253,0.00639464,0.01583435,0.03836784,0.06059683,0.06607795,0.08617540,0.08130329,0.08556638,0.08982948,0.09622412,0.08952497,0.09926918,0.08160780,0.06485993,0.03684531,0.06130421,0.33252289,0.23777822,0.15935724,0.27034164,0.11241611,0.19895966,0.29910714,0.66517857,0.50000000,0.49553571,0.30812381,0.67220764,0.17743973,0.13634793,0.19137100,0.16838622
giraffe_giraffe_0040,giraffe,D:\CSDLDPT\data_processed_bmp\giraffe\giraffe_0040.bmp,D:\CSDLDPT\data_processed_gray_bmp\giraffe\giraffe_0040.bmp,0.00000000,0.00674540,0.01701954,0.02398099,0.04220078,0.05655576,0.09270728,0.09412358,0.00048010,0.01519516,0.02537328,0.03511930,0.05005041,0.06373326,0.11894474,0.02443708,0.01159441,0.03269480,0.04184070,0.04373710,0.08745019,0.07441548,0.02642950,0.01517116,0.00000000,0.00072015,0.00957799,0.03024629,0.03478323,0.03622353,0.04587354,0.05934034,0.06906236,0.08404148,0.08144894,0.09851649,0.21885352,0.15987325,0.05494743,0.01649143,0.15740593,0.24502480,0.23275643,0.28836368,0.23385510,0.16764706,0.38624043,0.50892857,0.75892857,0.49776786,0.49776786,0.40753354,0.75486096,0.06589840,0.07068442,0.08463202,0.07373828
goat_goat_0001,goat,D:\CSDLDPT\data_processed_bmp\goat\goat_0001.bmp,D:\CSDLDPT\data_processed_gray_bmp\goat\goat_0001.bmp,0.00469008,0.02652090,0.04477511,0.07443398,0.04787934,0.04261565,0.05648345,0.03593481,0.01322671,0.06272565,0.08158721,0.03326922,0.02652090,0.04129973,0.05236697,0.02233694,0.03573236,0.10726457,0.03954516,0.02183082,0.03212201,0.04285184,0.04426899,0.00971758,0.00647839,0.02480008,0.05344671,0.09302561,0.11296690,0.13867800,0.08148598,0.04879036,0.04231197,0.04150218,0.05790060,0.06842798,0.07612106,0.08148598,0.06650471,0.00607349,0.10473135,0.30118362,0.31202551,0.18408634,0.20270453,0.25641026,0.49744898,0.71428571,0.69642857,0.50223214,0.50669643,0.21053686,0.78527232,0.06750004,0.05523454,0.08224546,0.06832668
goat_goat_0002,goat,D:\CSDLDPT\data_processed_bmp\goat\goat_0002.bmp,D:\CSDLDPT\data_processed_gray_bmp\goat\goat_0002.bmp,0.04147736,0.06648352,0.05238380,0.03985724,0.08237946,0.03328285,0.01461628,0.00285282,0.02871600,0.08311908,0.06210451,0.03557215,0.07162564,0.03182709,0.01365360,0.00671527,0.06685920,0.07649773,0.04533981,0.02841076,0.07395015,0.02103805,0.01110602,0.01013161,0.01525024,0.07706125,0.13355405,0.12020568,0.09872152,0.07339837,0.05726764,0.05434438,0.06191667,0.15697531,0.06653048,0.02592188,0.01912443,0.02204769,0.01725777,0.00042264,0.25779257,0.24737559,0.23837660,0.24800800,0.26623981,0.31756757,0.55452806,0.83928571,0.66071429,0.49776786,0.54687500,0.46488643,0.77426724,0.04986839,0.05096324,0.05946799,0.05343321
goat_goat_0003,goat,D:\CSDLDPT\data_processed_bmp\goat\goat_0003.bmp,D:\CSDLDPT\data_processed_gray_bmp\goat\goat_0003.bmp,0.01740552,0.12279068,0.07407177,0.01699160,0.03321743,0.04337928,0.02226913,0.00320791,0.00010348,0.00745064,0.07183658,0.14453206,0.04758061,0.04143383,0.01690881,0.00348731,0.03707728,0.14054804,0.04196159,0.01913366,0.03616665,0.03668405,0.01840929,0.00335279,0.00009313,0.00319757,0.02083075,0.07224016,0.17673538,0.26365951,0.11626102,0.04094747,0.04777723,0.06652800,0.07109152,0.05615920,0.03827766,0.01623619,0.00136595,0.00859928,0.24334343,0.29095700,0.25340741,0.23030385,0.22533174,0.28313253,0.62197066,0.83928571,0.74107143,0.49776786,0.50669643,0.39124583,0.78236477,0.04366802,0.03519807,0.05149969,0.04345526
goat_goat_0004,goat,D:\CSDLDPT\data_processed_bmp\goat\goat_0004.bmp,D:\CSDLDPT\data_processed_gray_bmp\goat\goat_0004.bmp,0.01852125,0.02598870,0.08230165,0.09458364,0.02616065,0.03489315,0.01852125,0.03236306,0.00609187,0.02409727,0.04663473,0.12157946,0.04458364,0.02800295,0.03289118,0.02945222,0.14489069,0.06129944,0.03112257,0.01333825,0.00894129,0.01473839,0.04761729,0.01138541,0.00482682,0.02266028,0.03968312,0.04904200,0.08404569,0.18264554,0.18901990,0.10040531,0.04229919,0.03128224,0.02236551,0.06470155,0.05047900,0.03032424,0.04948416,0.03673545,0.26261559,0.25809453,0.18685254,0.34187658,0.21317636,0.23676471,0.54547991,0.71875000,0.75892857,0.50000000,0.49776786,0.48143953,0.78481751,0.05468406,0.05749017,0.07690054,0.06302492
goat_goat_0005,goat,D:\CSDLDPT\data_processed_bmp\goat\goat_0005.bmp,D:\CSDLDPT\data_processed_gray_bmp\goat\goat_0005.bmp,0.02254545,0.02487468,0.07232012,0.08982733,0.07259861,0.00984860,0.01693757,0.02438098,0.02773558,0.01877310,0.04321738,0.10390400,0.02662160,0.06956048,0.01387412,0.02964707,0.03567269,0.04662261,0.09781508,0.03353334,0.00912704,0.01272216,0.08405489,0.01378551,0.04067295,0.03877412,0.03174844,0.03258393,0.05677503,0.11567674,0.19242746,0.11013216,0.03019140,0.01503874,0.10887893,0.10086587,0.01864651,0.02696339,0.05878779,0.02183655,0.19160555,0.26107094,0.20141720,0.29074105,0.24677081,0.23602484,0.48772321,0.67857143,0.71875000,0.49776786,0.51785714,0.39285714,0.78474880,0.03774222,0.03910946,0.04891952,0.04192374
goat_goat_0006,goat,D:\CSDLDPT\data_processed_bmp\goat\goat_0006.bmp,D:\CSDLDPT\data_processed_gray_bmp\goat\goat_0006.bmp,0.00040173,0.00187473,0.00405075,0.00840280,0.01710689,0.03180342,0.08365974,0.18603328,0.00083693,0.00214255,0.00492116,0.01242007,0.01868033,0.03525158,0.09239731,0.16668341,0.00170734,0.00384989,0.00893844,0.01620301,0.02651401,0.04529477,0.13039403,0.10043186,0.00090389,0.00160691,0.00281209,0.00351511,0.00733153,0.00723109,0.01295571,0.02299890,0.02420408,0.03093301,0.04710254,0.06096214,0.09761976,0.18228382,0.48759667,0.00994275,0.04948581,0.37383061,0.23154410,0.16010429,0.23452099,0.24791667,0.28459821,0.53125000,0.53571429,0.50000000,0.57366071,0.17387955,0.78538441,0.03243992,0.02553868,0.03867586,0.03221815
goat_goat_0007,goat,D:\CSDLDPT\data_processed_bmp\goat\goat_0007.bmp,D:\CSDLDPT\data_processed_gray_bmp\goat\goat_0007.bmp,0.00899928,0.08902602,0.10614008,0.01916075,0.02821146,0.04572663,0.03326134,0.00280778,0.00009256,0.00345572,0.04859611,0.14897665,0.05452021,0.04518153,0.02884912,0.00366142,0.02236964,0.12141314,0.06717063,0.02117659,0.03085467,0.03903116,0.02827317,0.00304433,0.00006171,0.00129590,0.01005862,0.04227090,0.12462203,0.23295279,0.19444616,0.05924098,0.04449244,0.05593952,0.06797285,0.06751003,0.04838013,0.04125270,0.00237581,0.00712743,0.25115593,0.28304243,0.22073338,0.22346185,0.27276234,0.27205882,0.62679369,0.82589286,0.75892857,0.49553571,0.49776786,0.40069952,0.78399594,0.04158591,0.03571319,0.04860090,0.04196666
goat_goat_0008,goat,D:\CSDLDPT\data_processed_bmp\goat\goat_0008.bmp,D:\CSDLDPT\data_processed_gray_bmp\goat\goat_0008.bmp,0.19456072,0.00715384,0.00743763,0.00896299,0.01807970,0.06744709,0.02308147,0.00660991,0.19484451,0.00765047,0.00870285,0.01163533,0.03044815,0.05121201,0.02168618,0.00715384,0.19561310,0.00851366,0.01137519,0.01893106,0.03660873,0.03571006,0.01981790,0.00676363,0.57108904,0.01333806,0.01298333,0.00961334,0.01149344,0.01351543,0.01355090,0.01908478,0.02969138,0.05874424,0.09542391,0.06708053,0.03263569,0.03082653,0.02071657,0.00021284,0.16633450,0.25751375,0.34231709,0.15870213,0.24146703,0.24411765,0.56242028,0.74107143,0.75892857,0.49776786,0.49776786,0.29574770,0.78528685,0.05603750,0.04914675,0.06439881,0.05652769
goat_goat_0009,goat,D:\CSDLDPT\data_processed_bmp\goat\goat_0009.bmp,D:\CSDLDPT\data_processed_gray_bmp\goat\goat_0009.bmp,0.00000000,0.00003231,0.00032312,0.00197105,0.00474990,0.03858085,0.14417733,0.14349877,0.00003231,0.00012925,0.00100168,0.00336048,0.00962906,0.06624014,0.15635905,0.09658136,0.00003231,0.00058162,0.00268192,0.00484684,0.02992116,0.10381931,0.15884710,0.03260308,0.00000000,0.00000000,0.00009694,0.00019387,0.00038775,0.00213261,0.00416828,0.00571927,0.00581621,0.02151997,0.05195812,0.13861962,0.18989919,0.28305545,0.27006592,0.02636681,0.04854911,0.26586129,0.35071577,0.22332592,0.16009703,0.35465116,0.47048390,0.81696429,0.57589286,0.50000000,0.57589286,0.10318973,0.76187107,0.02608164,0.02360867,0.03434462,0.02801164
goat_goat_0010,goat,D:\CSDLDPT\data_processed_bmp\goat\goat_0010.bmp,D:\CSDLDPT\data_processed_gray_bmp\goat\goat_0010.bmp,0.00000000,0.00069461,0.00588380,0.03383182,0.12294680,0.11497916,0.04130914,0.01368800,0.00004086,0.00343221,0.03595653,0.13177249,0.09912560,0.04114571,0.01233963,0.00952031,0.00089891,0.02508785,0.12294680,0.10582659,0.04788755,0.01421917,0.01054180,0.00592465,0.00000000,0.00012258,0.00098063,0.00576122,0.01519980,0.05307673,0.13054670,0.21279725,0.20875215,0.14170140,0.11019858,0.04854131,0.02476097,0.01716107,0.02402550,0.00637411,0.07661033,0.22489123,0.27236802,0.23741329,0.26532746,0.34243697,0.38657924,0.72767857,0.53125000,0.49553571,0.58928571,0.19817498,0.76627776,0.05341777,0.05224968,0.06404590,0.05657112
goat_goat_0011,goat,D:\CSDLDPT\data_processed_bmp\goat\goat_0011.bmp,D:\CSDLDPT\data_processed_gray_bmp\goat\goat_0011.bmp,0.00577235,0.01081322,0.01206946,0.01391407,0.01512260,0.01431161,0.15760265,0.10372738,0.01305537,0.01736476,0.01755558,0.01564736,0.00847565,0.01055879,0.08094011,0.16973571,0.02913208,0.02518844,0.01311898,0.00586776,0.01749197,0.09348663,0.02188086,0.12716662,0.01211716,0.02032249,0.02118119,0.02552237,0.02537926,0.02576090,0.02490220,0.02595172,0.01822345,0.01321439,0.01240340,0.02289858,0.08167160,0.25083484,0.40253793,0.01707852,0.14891582,0.23626943,0.24690226,0.29671056,0.22011776,0.42342342,0.41589605,0.83928571,0.49553571,0.49776786,0.63839286,0.35806019,0.73331121,0.03789237,0.04207287,0.05357250,0.04451258
goat_goat_0012,goat,D:\CSDLDPT\data_processed_bmp\goat\goat_0012.bmp,D:\CSDLDPT\data_processed_gray_bmp\goat\goat_0012.bmp,0.00049935,0.00172851,0.01398172,0.03618345,0.06418530,0.10720596,0.06702773,0.04252132,0.00088346,0.01160022,0.04290543,0.07989552,0.11235308,0.04182991,0.02788661,0.01597910,0.00629945,0.04090804,0.08254590,0.11465776,0.03929477,0.02477529,0.01820696,0.00664516,0.00092187,0.00126757,0.00426366,0.02074211,0.03894907,0.06648997,0.08665591,0.11557963,0.14796036,0.18967504,0.11523392,0.05934547,0.05323807,0.04424983,0.03871860,0.01670892,0.09899155,0.42754198,0.22115486,0.15477003,0.19653313,0.22682119,0.41228874,0.61160714,0.67410714,0.49553571,0.49107143,0.24010248,0.78354224,0.06472207,0.04633738,0.07189748,0.06098564
goat_goat_0013,goat,D:\CSDLDPT\data_processed_bmp\goat\goat_0013.bmp,D:\CSDLDPT\data_processed_gray_bmp\goat\goat_0013.bmp,0.00000000,0.00074169,0.00405980,0.01686380,0.04313542,0.08545107,0.10953664,0.07354491,0.00027326,0.00288871,0.01057891,0.02662295,0.05984307,0.08701253,0.10590623,0.04020767,0.00222508,0.00694851,0.01877659,0.03275169,0.06644025,0.08572432,0.09239958,0.02806730,0.00000000,0.00070266,0.00152243,0.00550416,0.00772924,0.01604403,0.03595269,0.04450170,0.05668111,0.10926338,0.12437054,0.13128001,0.17004333,0.15446774,0.13502752,0.00690947,0.06668527,0.35604620,0.26475311,0.18205406,0.19714664,0.25335570,0.44840163,0.67410714,0.66517857,0.49553571,0.50000000,0.14871772,0.78536326,0.04217683,0.03518767,0.05254033,0.04330161
goat_goat_0014,goat,D:\CSDLDPT\data_processed_bmp\goat\goat_0014.bmp,D:\CSDLDPT\data_processed_gray_bmp\goat\goat_0014.bmp,0.24642977,0.02156666,0.02349983,0.02752263,0.01180020,0.00155325,0.00089395,0.00006705,0.25160353,0.03435021,0.03290870,0.01059336,0.00181026,0.00119566,0.00083808,0.00003352,0.25938094,0.04959213,0.01853838,0.00226841,0.00164264,0.00113979,0.00071516,0.00005587,0.70241368,0.04730137,0.04451894,0.04585987,0.04974858,0.05031847,0.03419376,0.01337580,0.00331881,0.00254777,0.00197787,0.00181026,0.00150855,0.00100570,0.00010057,0.00000000,0.10381457,0.21290517,0.27618374,0.25810657,0.25280453,0.29870130,0.56473214,0.82142857,0.68750000,0.50669643,0.52901786,0.18382976,0.77921089,0.01681769,0.01765235,0.02225374,0.01890793
goat_goat_0015,goat,D:\CSDLDPT\data_processed_bmp\goat\goat_0015.bmp,D:\CSDLDPT\data_processed_gray_bmp\goat\goat_0015.bmp,0.00014017,0.00308382,0.01270909,0.03130549,0.04868704,0.08531913,0.11344734,0.03864125,0.00191571,0.01060649,0.03261377,0.04742547,0.07527334,0.08644052,0.06209700,0.01696103,0.00831698,0.03055789,0.04550977,0.06686291,0.07536679,0.06410616,0.03359499,0.00901785,0.00042052,0.00238295,0.00925147,0.01597981,0.03462293,0.05186431,0.05775161,0.07036726,0.09503785,0.12082983,0.13666947,0.13919260,0.12699748,0.08130081,0.05060275,0.00672834,0.09193638,0.30460145,0.26238996,0.18154207,0.25146652,0.24155405,0.42179528,0.63839286,0.66071429,0.53571429,0.52455357,0.21796447,0.78516629,0.07013880,0.05797303,0.08136222,0.06982468
goat_goat_0016,goat,D:\CSDLDPT\data_processed_bmp\goat\goat_0016.bmp,D:\CSDLDPT\data_processed_gray_bmp\goat\goat_0016.bmp,0.00175877,0.01311086,0.04563676,0.11171640,0.08625986,0.02420027,0.03171503,0.01893537,0.00303788,0.02274985,0.08759608,0.10705679,0.04845765,0.01974623,0.02866573,0.01602312,0.01529220,0.05509302,0.11874008,0.06433229,0.02118523,0.01965487,0.02699832,0.01203732,0.00198719,0.00692089,0.02042005,0.04375236,0.08394148,0.14787405,0.19618323,0.14657210,0.09442560,0.06156851,0.02634735,0.03316545,0.04131977,0.04632199,0.04543119,0.00376880,0.25554050,0.25473421,0.24945824,0.26554959,0.23025796,0.28658537,0.61447704,0.83928571,0.73214286,0.49776786,0.51116071,0.41586663,0.78174704,0.04716740,0.05135557,0.06189964,0.05347420
goat_goat_0017,goat,D:\CSDLDPT\data_processed_bmp\goat\goat_0017.bmp,D:\CSDLDPT\data_processed_gray_bmp\goat\goat_0017.bmp,0.00008847,0.00097319,0.00241824,0.00374532,0.00398124,0.00828689,0.04234864,0.27149134,0.00091421,0.00232976,0.00368634,0.00406972,0.00908313,0.04252558,0.16455808,0.10616650,0.00365685,0.00401073,0.00648795,0.02114483,0.09392787,0.13783951,0.05668112,0.00958448,0.00017694,0.00159250,0.00291958,0.00362736,0.00628152,0.00415819,0.00636999,0.00566221,0.00849332,0.01548262,0.02839954,0.07122003,0.16411572,0.28788817,0.31734938,0.07626294,0.08173230,0.33359754,0.27171903,0.17283796,0.22184546,0.30370370,0.44124681,0.73214286,0.60267857,0.48437500,0.57142857,0.18523035,0.77800988,0.04363173,0.03211828,0.05035070,0.04203357
goat_goat_0018,goat,D:\CSDLDPT\data_processed_bmp\goat\goat_0018.bmp,D:\CSDLDPT\data_processed_gray_bmp\goat\goat_0018.bmp,0.00003797,0.00037965,0.00113895,0.00216401,0.00763098,0.02729689,0.10615034,0.18853455,0.00022779,0.00079727,0.00167046,0.00527715,0.01556568,0.05284738,0.17293090,0.08401670,0.00072134,0.00197418,0.00421412,0.01313591,0.03967350,0.10713743,0.15797267,0.00850418,0.00011390,0.00045558,0.00068337,0.00159453,0.00227790,0.00227790,0.00432802,0.01002278,0.01469248,0.02756264,0.04943052,0.09897494,0.16731207,0.32699317,0.27574032,0.01753986,0.06511081,0.27895527,0.28774378,0.19922095,0.23408001,0.31488550,0.43078364,0.73660714,0.58482143,0.49553571,0.58928571,0.15114504,0.77503567,0.03926649,0.03354160,0.04749067,0.04009959
goat_goat_0019,goat,D:\CSDLDPT\data_processed_bmp\goat\goat_0019.bmp,D:\CSDLDPT\data_processed_gray_bmp\goat\goat_0019.bmp,0.00116795,0.00327026,0.01288640,0.05115627,0.09382543,0.09207350,0.04551117,0.03344234,0.00619014,0.04963794,0.10632251,0.09254068,0.03157362,0.01541696,0.01417114,0.01748034,0.10305225,0.11807989,0.04889823,0.01693530,0.01249708,0.01187417,0.01417114,0.00782527,0.00315347,0.00595655,0.01786966,0.05606167,0.10885307,0.14505957,0.17414156,0.15615510,0.11060500,0.05746321,0.03585611,0.02464377,0.02265826,0.02487737,0.02873160,0.02791404,0.11959901,0.26276688,0.26304620,0.22780182,0.24638511,0.31250000,0.43407207,0.73660714,0.58928571,0.49107143,0.58258929,0.27552801,0.77570189,0.07495628,0.06876138,0.09032527,0.07801431
goat_goat_0020,goat,D:\CSDLDPT\data_processed_bmp\goat\goat_0020.bmp,D:\CSDLDPT\data_processed_gray_bmp\goat\goat_0020.bmp,0.00099502,0.00562572,0.00914657,0.02644470,0.04347493,0.06421737,0.06827401,0.11515499,0.00355913,0.01052430,0.03099885,0.05223881,0.05549177,0.03746651,0.06789131,0.07516265,0.01232300,0.03413701,0.05771144,0.04879449,0.02801378,0.04707233,0.08323766,0.02204363,0.00172216,0.00654420,0.01102181,0.01331803,0.03111366,0.05005741,0.05522388,0.07887486,0.09460390,0.08840413,0.06773823,0.06027555,0.07944891,0.12399541,0.17301952,0.06463835,0.10879703,0.27163937,0.30418582,0.18957673,0.23459809,0.31297710,0.42817283,0.73214286,0.58482143,0.49330357,0.56696429,0.25409607,0.77556997,0.07078952,0.06113582,0.08557173,0.07249902
goat_goat_0021,goat,D:\CSDLDPT\data_processed_bmp\goat\goat_0021.bmp,D:\CSDLDPT\data_processed_gray_bmp\goat\goat_0021.bmp,0.00216527,0.00421190,0.00898736,0.02719938,0.05371656,0.10087797,0.09838643,0.03778846,0.00272884,0.00587293,0.01230943,0.02983924,0.05493267,0.10313223,0.09467877,0.02983924,0.00456784,0.00916533,0.01625438,0.03719523,0.06744972,0.11016195,0.07489470,0.01364418,0.00436021,0.00311443,0.00711870,0.01014415,0.01263570,0.02233494,0.03586047,0.05454707,0.07492436,0.09192027,0.13347571,0.17912440,0.16862431,0.11425521,0.06655989,0.02100018,0.12496014,0.27360157,0.24385594,0.19513810,0.28740440,0.24032258,0.46027982,0.66517857,0.69196429,0.50000000,0.51339286,0.27148733,0.78509222,0.05792129,0.05170901,0.06500964,0.05821331
goat_goat_0022,goat,D:\CSDLDPT\data_processed_bmp\goat\goat_0022.bmp,D:\CSDLDPT\data_processed_gray_bmp\goat\goat_0022.bmp,0.00231616,0.00382166,0.01073152,0.02211928,0.07454159,0.11488130,0.05964100,0.04528083,0.00308821,0.00613781,0.01505501,0.04419996,0.10631152,0.08689442,0.03979927,0.03184713,0.00567458,0.01111754,0.04215402,0.09862961,0.09476935,0.04157499,0.02933797,0.01007528,0.00555877,0.00335843,0.00544296,0.01227562,0.01632889,0.02721482,0.03810075,0.08118124,0.14035900,0.17452229,0.16108859,0.11210191,0.06994789,0.05535611,0.05871453,0.03844818,0.10357541,0.26558176,0.25505174,0.21493415,0.26443235,0.29316547,0.45155054,0.72767857,0.62053571,0.49553571,0.56696429,0.22937723,0.78043797,0.06183246,0.05601572,0.07154689,0.06313169
